timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz], utilization.memory [%]
2024/05/07 13:44:41.957, 49, 196.61 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.973, 49, 196.61 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.984, 49, 196.70 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.997, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.013, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.024, 49, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.037, 49, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.055, 49, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.066, 49, 195.53 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.078, 49, 195.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.095, 49, 195.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.105, 49, 195.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.119, 49, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.134, 49, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.145, 49, 196.07 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.157, 49, 195.91 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.174, 49, 195.91 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 61 %
2024/05/07 13:44:42.184, 49, 195.98 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.197, 49, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.215, 49, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.226, 49, 195.98 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.239, 49, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.254, 49, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.265, 49, 196.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.278, 49, 196.10 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.294, 49, 196.10 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.305, 49, 187.22 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.318, 49, 196.35 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.335, 49, 196.35 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.346, 49, 200.07 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:42.359, 49, 199.37 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.375, 49, 199.37 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.386, 49, 199.56 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.399, 49, 200.03 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.415, 49, 200.03 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.426, 49, 201.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.439, 50, 202.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.454, 50, 202.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.465, 49, 203.07 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:42.478, 49, 203.29 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
