timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2024/05/07 21:13:28.759, 38, 8.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.762, 39, 7.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.766, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.869, 50, 5.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.873, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.876, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.879, 38, 10.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.983, 50, 6.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.986, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.990, 39, 8.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:28.993, 38, 10.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.096, 50, 5.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.100, 38, 8.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.104, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.107, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.210, 50, 5.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.214, 38, 8.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.218, 39, 7.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.222, 38, 10.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.325, 50, 6.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.329, 38, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.333, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.336, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.440, 50, 5.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.443, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.446, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.450, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.553, 50, 6.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.557, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.560, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.564, 38, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.667, 50, 5.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.671, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.674, 39, 7.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.678, 38, 10.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.781, 50, 5.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.785, 38, 8.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.789, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.792, 38, 10.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.896, 50, 5.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.900, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.903, 39, 7.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:29.907, 38, 10.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.011, 50, 5.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.015, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.019, 39, 7.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.023, 38, 10.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.126, 50, 6.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.130, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.133, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.137, 38, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.240, 50, 6.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.245, 38, 8.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.250, 39, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.253, 38, 10.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.358, 50, 6.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.362, 38, 8.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.365, 39, 7.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.369, 38, 10.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.472, 50, 6.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.476, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.479, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.483, 38, 9.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.586, 49, 6.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.590, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.593, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.596, 38, 9.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.700, 50, 5.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.704, 38, 8.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.707, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.711, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.815, 49, 5.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.818, 38, 8.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.822, 39, 7.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.826, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.929, 49, 6.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.933, 38, 8.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.936, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:30.940, 38, 9.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.043, 49, 6.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.047, 38, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.050, 39, 7.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.053, 38, 9.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.157, 49, 6.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.161, 38, 8.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.164, 39, 7.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.167, 38, 9.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.271, 49, 5.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.278, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.281, 39, 7.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.285, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.388, 49, 6.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.392, 38, 8.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.395, 39, 7.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.398, 38, 9.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.502, 49, 6.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.505, 38, 8.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.509, 39, 7.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.512, 38, 10.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.616, 49, 5.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.620, 38, 8.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.623, 39, 7.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.627, 38, 10.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.730, 49, 6.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.734, 38, 8.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.737, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.740, 38, 10.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.844, 49, 6.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.847, 38, 8.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.851, 39, 7.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.854, 38, 10.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.957, 49, 6.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.961, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.964, 39, 7.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:31.968, 38, 9.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.071, 49, 6.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.075, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.078, 39, 7.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.082, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.186, 49, 5.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.189, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.192, 39, 7.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.196, 38, 9.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.300, 49, 5.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.304, 38, 8.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.308, 39, 7.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.312, 38, 9.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.415, 49, 5.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.418, 38, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.422, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.425, 38, 10.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.529, 49, 5.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.532, 38, 8.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.536, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.539, 38, 10.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.642, 49, 5.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.646, 38, 8.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.649, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.653, 38, 10.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.756, 49, 6.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.760, 38, 9.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.763, 39, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.767, 38, 9.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.870, 49, 5.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.874, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.877, 39, 7.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.880, 38, 10.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.984, 49, 5.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.987, 38, 8.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.990, 39, 7.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:32.994, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.097, 49, 5.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.101, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.104, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.108, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.211, 49, 5.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.215, 38, 8.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.219, 39, 7.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.222, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.326, 49, 6.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.329, 38, 8.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.332, 39, 7.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.336, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.439, 49, 5.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.443, 38, 8.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.446, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.449, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.553, 49, 6.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.556, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.560, 39, 7.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.563, 38, 10.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.667, 49, 6.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.670, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.673, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.677, 38, 10.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.781, 49, 6.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.784, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.788, 39, 7.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.791, 38, 10.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.895, 49, 6.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.898, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.902, 39, 7.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:33.905, 38, 10.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.009, 49, 6.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.012, 38, 8.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.016, 39, 7.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.020, 38, 10.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.123, 49, 5.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.127, 38, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.130, 39, 7.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.134, 38, 10.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.237, 49, 5.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.241, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.244, 39, 7.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.248, 38, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.351, 49, 6.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.355, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.358, 39, 7.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.362, 38, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.466, 49, 5.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.469, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.473, 39, 7.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.476, 38, 9.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.580, 49, 6.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.583, 38, 8.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.587, 39, 7.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.590, 38, 10.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.694, 49, 5.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.697, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.700, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.704, 38, 10.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.807, 49, 5.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.811, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.814, 39, 7.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.817, 38, 9.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.921, 49, 5.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.924, 38, 8.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.928, 39, 7.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:34.934, 38, 9.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.037, 49, 5.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.041, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.044, 39, 7.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.048, 38, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.151, 49, 5.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.155, 38, 8.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.158, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.162, 38, 10.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.265, 49, 5.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.269, 38, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.273, 39, 7.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.277, 38, 10.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.380, 49, 6.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.384, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.387, 39, 7.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.391, 38, 10.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.494, 49, 5.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.498, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.501, 39, 7.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.504, 38, 10.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.608, 49, 5.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.611, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.615, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.618, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.721, 48, 5.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.725, 38, 8.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.728, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.732, 38, 9.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.835, 48, 5.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.839, 38, 8.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.842, 39, 7.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.845, 38, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.949, 48, 5.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.952, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.956, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:35.959, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.063, 48, 5.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.066, 38, 8.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.069, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.073, 38, 9.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.176, 48, 5.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.180, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.183, 39, 7.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.186, 38, 9.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.290, 48, 6.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.296, 38, 8.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.300, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.303, 38, 9.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.406, 48, 6.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.410, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.413, 39, 7.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.417, 38, 9.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.520, 48, 5.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:13:36.524, 38, 8.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
