timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2024/05/07 21:21:01.618, 49, 5.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.621, 38, 8.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.625, 39, 7.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.628, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.731, 49, 5.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.735, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.738, 39, 7.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.742, 38, 10.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.845, 49, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.849, 38, 8.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.852, 39, 7.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.855, 38, 10.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.959, 49, 5.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.962, 38, 8.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.966, 39, 7.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:01.969, 38, 10.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.073, 49, 5.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.076, 38, 8.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.080, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.083, 38, 10.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.186, 49, 5.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.190, 38, 8.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.193, 39, 7.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.196, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.300, 49, 5.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.304, 38, 8.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.307, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.310, 38, 10.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.414, 49, 5.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.418, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.421, 39, 7.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.425, 38, 10.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.528, 49, 5.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.532, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.536, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.539, 38, 9.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.643, 49, 5.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.646, 38, 8.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.650, 39, 7.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.653, 38, 10.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.756, 49, 5.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.760, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.763, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.766, 38, 9.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.870, 49, 5.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.873, 38, 8.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.877, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.880, 38, 10.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.983, 49, 5.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.987, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.990, 39, 7.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:02.994, 38, 10.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.097, 49, 5.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.101, 38, 8.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.104, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.108, 38, 10.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.211, 49, 5.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.215, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.218, 39, 7.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.221, 38, 9.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.325, 49, 5.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.328, 38, 8.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.331, 39, 7.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.335, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.438, 48, 5.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.442, 38, 8.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.445, 39, 7.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.449, 38, 10.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.553, 48, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.556, 38, 8.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.560, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.563, 38, 9.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.666, 48, 5.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.670, 38, 8.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.673, 39, 7.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.677, 38, 10.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.780, 48, 5.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.784, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.787, 39, 7.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.790, 38, 9.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.894, 48, 5.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.897, 38, 8.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.900, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:03.904, 38, 10.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.007, 48, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.011, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.014, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.018, 38, 9.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.121, 48, 5.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.125, 38, 8.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.128, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.132, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.235, 48, 5.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.239, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.242, 39, 7.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.245, 38, 9.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.349, 48, 5.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.352, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.356, 39, 7.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.359, 38, 10.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.462, 48, 5.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.466, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.469, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.473, 38, 10.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.576, 48, 5.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.580, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.583, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.586, 38, 9.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.691, 48, 5.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.695, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.698, 39, 7.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.701, 38, 9.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.805, 48, 5.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.808, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.811, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.815, 38, 9.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.918, 48, 5.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.922, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.925, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:04.928, 38, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.032, 48, 5.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.035, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.039, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.042, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.145, 48, 5.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.149, 38, 8.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.152, 39, 7.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.156, 38, 9.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.259, 48, 5.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.263, 38, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.266, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.269, 38, 10.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.373, 48, 5.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.376, 38, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.380, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.383, 38, 10.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.487, 48, 5.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.490, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.494, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.497, 38, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.601, 48, 5.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.605, 38, 8.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.608, 39, 7.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.611, 38, 9.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.715, 48, 5.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.718, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.722, 39, 7.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.726, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.829, 48, 5.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.833, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.836, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.839, 38, 9.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.943, 48, 5.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.947, 38, 8.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.950, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:05.954, 38, 9.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.057, 48, 5.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.061, 38, 8.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.064, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.067, 38, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.171, 48, 5.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.174, 38, 8.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.178, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.181, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.284, 48, 5.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.288, 38, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.291, 39, 7.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.295, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.398, 48, 5.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.402, 38, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.405, 39, 7.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.409, 38, 10.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.512, 48, 5.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.516, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.520, 39, 7.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.523, 38, 10.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.627, 48, 5.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.630, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.634, 39, 7.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.637, 38, 10.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.740, 48, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.744, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.747, 39, 8.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.750, 38, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.854, 48, 6.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.857, 38, 8.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.861, 39, 7.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.864, 38, 10.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.968, 48, 5.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.971, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.975, 39, 7.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:06.979, 38, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.082, 48, 6.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.086, 38, 8.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.089, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.093, 38, 10.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.196, 48, 5.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.200, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.203, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.207, 38, 10.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.310, 48, 5.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.314, 38, 8.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.317, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.320, 38, 10.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.424, 48, 6.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.427, 38, 8.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.431, 39, 7.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.435, 38, 10.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.538, 48, 5.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.542, 38, 8.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.545, 39, 7.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.548, 38, 10.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.652, 48, 6.70 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz
2024/05/07 21:21:07.664, 38, 8.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.671, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.675, 38, 10.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.780, 50, 36.65 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:07.783, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.787, 39, 7.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.790, 38, 10.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.893, 50, 42.84 W, 1620 MHz, 4 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:07.896, 38, 8.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.899, 39, 7.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:07.903, 38, 10.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.006, 50, 41.76 W, 1620 MHz, 1 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.008, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.012, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.015, 38, 10.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.118, 51, 42.26 W, 1620 MHz, 1 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.122, 38, 8.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.125, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.129, 38, 10.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.233, 51, 41.99 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.235, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.239, 39, 7.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.242, 38, 10.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.345, 51, 42.00 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.348, 38, 8.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.351, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.354, 38, 10.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.458, 51, 42.26 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.460, 38, 8.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.464, 39, 7.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.467, 38, 10.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.570, 51, 42.04 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.573, 38, 8.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.576, 39, 7.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.580, 38, 10.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.683, 51, 42.26 W, 1620 MHz, 1 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.687, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.690, 39, 7.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.693, 38, 10.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.797, 51, 42.02 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.799, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.804, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.808, 38, 10.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.911, 51, 42.33 W, 1620 MHz, 0 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:08.914, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.917, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:08.920, 38, 10.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.024, 51, 42.19 W, 1620 MHz, 1 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:09.028, 38, 8.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.032, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.035, 38, 10.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.139, 51, 42.47 W, 1620 MHz, 1 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:09.142, 38, 8.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.145, 39, 7.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.148, 38, 10.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.252, 51, 42.31 W, 1620 MHz, 1 %, 6500 MHz, 1620 MHz
2024/05/07 21:21:09.254, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.258, 39, 7.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:21:09.261, 38, 10.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz
